depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_6,lineage_4,BRCA1,ROS1,RAD51,MLH1,KEAP1,PGR,PALB2,ABCB1,ESR1,MSH2,SOX10,CCNE1,CDK6,MET,GATA3,RAD51C,AREG,CCND1,VEGFA,STK11,PIK3CA,EREG,FOXA1,TOP2A,KRAS,APC,CDK4,MDM2,MYC,BRCA2,RB1,TP53,SMAD4,ERBB2,AKT1,EGFR,CDKN2A,MKI67,ATM,KIT,BRAF,RET,CTNNB1,ALK,PTEN,HRAS,CHEK2,RAD51D,MITF,NF1,MTOR,TOP1,NRAS
ACH-001270,127399,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,,4.0788402557,0.0,4.5908713341,5.6529107094,5.8466238976,0.0034540021,3.9305858612,0.4106623828,0.0443899222,6.0899238586,0.0,4.5471782684,3.3374769688,3.6684935093,0.8347629905,6.4601840973,2.045596838,7.5166139603,4.1937007904,4.6710953712,3.1476502419,1.4657185078,0.0158786029,6.9347524643,4.706817627,3.1533417702,8.5024223328,4.5155358315,6.8925247192,2.7834398746,5.1810984612,6.0641651154,3.578854084,4.2971324921,5.6792297363,4.7332458496,8.1635141373,5.0823321342,3.9599370956,2.3404569626,3.0368919373,0.5044658184,7.1014714241,0.0,4.6520619392,5.034453392,4.7599067688,3.5154852867,4.6988797188,3.3679873943,4.7365293503,5.8155961037,6.3588356972
ACH-002680,170MGBA,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",,,2.7522647381,0.323962599,2.5106379986,5.481470108,5.0584592819,0.0,3.2320697308,0.1315842122,0.3297516406,4.7450761795,0.0,2.3183197975,4.9859375954,5.9190731049,0.1219198704,4.5942978859,0.0651366115,4.673579216,7.0407280922,3.5724167824,4.4307003021,0.2318698168,0.0,5.1906504631,4.6970510483,3.763655901,7.7684092522,4.1223163605,5.188472271,1.375890255,5.2178783417,6.0931715965,6.2249412537,3.5259435177,6.6320719719,8.9993486404,0.0,3.2336885929,4.4024219513,2.185590744,4.0914373398,0.0725160763,8.2544755936,0.3857049048,5.0634250641,5.2866816521,3.5933656693,2.852991581,2.8665578365,3.9394805431,4.1946229935,5.5744800568,6.2059965134
ACH-001438,1777NRPMET,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,,,4.2100615501,0.0,4.2642960548,5.0478787422,5.3435535431,0.0035806501,3.1478276253,0.0,0.070339866,5.8477416039,0.0,3.8602178097,3.8960585594,4.7445487976,2.176753521,6.3927021027,0.0,5.6373667717,4.3363332748,4.7129092216,3.1000020504,0.0,0.3690744638,6.9979696274,4.9259281158,2.494535923,8.527844429,6.3223967552,3.1832642555,2.9690711498,3.9026620388,5.7487778664,5.1304945946,4.699640274,5.758348465,3.7234930992,3.3750226498,4.8837037086,4.1484136581,4.1103463173,3.0702724457,0.0,7.0903134346,0.004889654,5.0089392662,5.3615088463,4.6369495392,4.0945653915,4.5683059692,4.5572752953,4.5708394051,6.3455648422,5.1542143822
ACH-002400,21MT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,HER2+,,3.0193655491,1.8803994656,3.4238040447,4.4042081833,4.73960495,0.0,2.9864928722,0.0217454992,2.2562980652,3.339867115,0.0152634764,2.9772176743,4.556306839,5.5034823418,2.4838337898,4.862154007,7.2648272514,5.3670182228,6.938803196,3.6014232635,3.6735563278,7.4721221924,5.1036067009,6.1877279282,4.4446005821,2.1519236565,6.7316856384,4.5100188255,7.0877809525,2.3427567482,4.0712051392,4.1382985115,4.6719894409,8.9371118546,5.3748202324,4.8862819672,4.9205932617,3.7418875694,2.8356976509,0.3529765606,1.8938281536,0.2154947221,6.7287230492,0.0322842561,4.8785586357,3.6817302704,4.8963832855,1.6108701229,2.317584753,4.5887446404,3.6386299133,6.8736777306,5.4735174179
ACH-002401,21MT2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,HER2+,,2.4311146736,1.1358959675,3.1423594952,4.1776704788,4.7590546608,0.0,3.2934794426,0.0614789873,2.9445362091,3.6935651302,0.0133093167,2.2143268585,5.7629494667,6.4221625328,1.597745657,4.9011659622,7.4021167755,7.0927782059,6.9993348122,4.4347748756,3.5487570763,6.4150133133,4.5412607193,4.5032534599,4.3642501831,2.2623851299,6.97463274,4.6399788857,7.3287196159,1.452031374,4.0460371971,3.9996483326,4.947221756,8.795422554,5.4906983376,6.2992668152,6.0418691635,2.7591133118,3.3050496578,0.0,1.7794235945,0.0238003861,7.8293104172,0.0053166221,5.2016377449,4.570432663,3.364084959,1.9587609768,1.4313982725,5.343556881,3.4426596165,5.7040171623,5.0219726562
ACH-002399,21NT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,HER2+,,3.3132791519,2.3580219746,4.1157741547,5.2792930603,5.260740757,0.0,3.3661892414,0.1708018929,2.7956588268,5.3613228798,0.0,2.7030785084,5.5974030495,7.5715174675,1.713291049,5.2556066513,6.4539999962,7.0248074532,6.2950615883,4.3277521133,4.4011869431,5.6672306061,5.392993927,5.8749175072,4.1937479973,2.6770098209,7.5175514221,4.3994584084,6.3258128166,2.1680643559,4.930794239,4.3158779144,5.1061639786,9.4793863297,6.0390067101,5.3558831215,6.0503277779,4.1529216766,2.418035984,0.0491999872,1.9973357916,0.0054330449,7.3821396828,0.1071937233,5.2013788223,4.7593154907,3.3035264015,2.6785180569,3.8953704834,4.4672470093,3.951941967,5.8112397194,5.792181015
ACH-003587,531MII,Bone,Osteosarcoma,Osteosarcoma,,,3.52556777,4.1886143684,4.0730919838,5.1693077087,5.576924324,0.491253823,2.6877439022,1.3563579321,0.0599823408,5.1674904823,0.0,4.4825387001,6.4960947037,6.7489037514,2.0915677547,6.1272740364,0.2302583605,5.6965613365,5.0579743385,4.2180218697,3.7737748623,0.0,0.0449773744,7.5094981194,4.7756142616,3.2908358574,8.4635648727,4.4006743431,7.0909276009,2.6487324238,1.0421119928,0.5371469259,5.4355287552,4.8673233986,7.0064888,3.2867555618,7.3654475212,2.9583582878,3.6699225903,1.6399822235,3.3591794968,0.1276768595,7.3928585052,0.0590257198,4.3808817863,5.1973543167,3.2647149563,3.4005446434,3.4571175575,4.3913760185,4.9497823715,3.6873407364,6.88139534
ACH-000520,59M,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,,,3.0869925022,1.8116395473,2.8170399666,4.783372879,5.8185157776,0.0375635587,2.4156424999,0.3518951237,0.1065747887,4.7404527664,0.0468807556,2.2735517025,3.231679678,4.9564285278,0.3399867713,5.5152897835,0.7959938049,6.2992210388,5.2397875786,4.7994346619,3.296589613,0.2844276726,1.2576020956,6.3525624275,4.5609107018,2.9445230961,7.1828708649,3.6457476616,6.5424313545,1.22277987,5.1754689217,2.6205534935,3.9830482006,4.5437927246,5.7816405296,4.5518727303,2.8942298889,4.2118067741,3.764197588,1.4603704214,3.0364260674,0.2320049554,7.7304768562,0.0217952374,5.7169361115,4.7314224243,4.1344180107,2.4946510792,1.3840000629,4.3745594025,4.4197072983,4.8809890747,5.6676368713
ACH-000973,639V,Bladder/Urinary Tract,Urethral Cancer,Urethral Urothelial Carcinoma,,,4.8281388283,0.004289961,4.5480542183,5.4461503029,6.6959657669,0.0,2.9628505707,0.0131463511,0.0422843173,6.1210899353,0.1686137915,4.7345685959,2.8037085533,6.1479783058,2.7341849804,6.1406373978,0.355953306,7.5085949898,5.5904493332,5.37393713,3.4029390812,0.115922831,3.5834710598,7.4677686691,4.8310308456,4.1405334473,8.0511541367,4.8064994812,5.7875657082,3.1277916431,3.487319231,6.5269374847,5.5808176994,5.3547763824,7.1693339348,4.1671252251,8.0396976471,6.5400505066,4.3814425468,0.0666692555,3.7090480328,0.2209242433,8.4708662033,0.0155032789,5.3263936043,6.1517796516,4.7758302689,3.8627686501,3.3229665756,4.7693910599,4.437420845,6.5854401588,5.3674759865
ACH-001795,94T778,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,,,4.1476078033,0.109496966,4.7632679939,5.4409556389,5.7583670616,0.0916795284,3.2878890038,2.2319116592,0.0296592489,5.3982715607,0.0117947375,3.7041194439,4.8793625832,5.8889746666,3.3691663742,6.4648184776,2.7745046616,8.364068985,6.0047531128,4.9875435829,3.7942287922,0.9296940565,3.0271239281,6.3706383705,4.8386545181,3.5639755726,12.2596874237,11.5818691254,5.2905535698,2.4138026237,5.0915727615,5.9776716232,5.1513147354,4.1702775955,6.2905311584,4.9535770416,7.7668070793,4.889166832,4.940246582,2.4635074139,2.2666397095,0.0306623708,7.4328594208,0.0209594108,4.4938778877,5.5681204796,3.5138571262,3.0044887066,2.8896701336,4.0062980652,4.7555499077,5.250067234,6.1930422783
ACH-001999,9505BIK,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,1.7884184122,0.000608689,2.1666769981,3.8505494595,5.0938982964,0.0184205305,3.1060919762,0.0351720303,0.0132521382,4.0690832138,0.0099161109,3.2156119347,4.4757332802,6.6503410339,5.3310675621,4.0067648888,9.3794717789,6.88667202,6.3332467079,5.1597018242,3.6240541935,7.7062129974,4.5466971397,4.4329462051,5.709274292,2.3189618587,6.8011069298,3.8672442436,5.8760623932,1.0229216814,3.7816324234,4.2620873451,2.8548154831,5.5990142822,5.8977994919,5.4007735252,9.8319959641,2.6783716679,4.4227375984,0.1673900485,2.6725521088,0.0156831034,7.0124793053,0.1356569976,5.1463823318,4.9202456474,3.266261816,1.1311811209,3.3028981686,3.9547173977,3.9490399361,6.3280591965,4.8562088013
ACH-001796,95T1000,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,,,4.5382275581,0.2425817698,4.8660721779,5.5791859627,5.4771265984,0.0468053408,3.5359284878,2.2017874718,0.1155140623,5.423561573,0.0,5.4272069931,3.4129157066,5.1162981987,2.5467610359,5.4721984863,0.906506598,8.148563385,7.2923951149,5.4314422607,2.2253334522,0.0124456733,1.8183802366,7.2520313263,3.6413033009,2.6632626057,13.7783136368,10.0676498413,5.595993042,2.1175787449,4.1759476662,4.9913630486,3.7560946941,3.3186929226,6.1332983971,5.2537736893,6.1594614983,5.1076002121,3.6105110645,2.8294558525,1.6952633858,0.0,7.7536644936,0.0,4.4512639046,5.2100496292,3.4088082314,3.2151303291,2.0754401684,3.5119740963,4.339158535,5.5582551956,5.3897767067
ACH-000283,A1207,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",,,5.111770153,0.0062951511,4.4635634422,5.8830022812,5.5173010826,0.0,3.5203342438,0.0,0.3674717247,5.2196798325,0.0,2.5930356979,4.7331590652,6.1267971992,3.0415425301,6.1265764236,1.8953219652,9.0254163742,3.3756761551,5.0917844772,3.9731152058,0.1866083145,1.1994681358,7.5588111877,4.4582047462,3.5521678925,8.6769933701,5.9353346825,6.1419434547,3.0155956745,4.7986364365,5.9374361038,5.1045885086,5.1293697357,6.3756251335,6.3079948425,0.2028138787,5.5569200516,5.237238884,0.0183464605,3.4856071472,0.0186640825,7.9607434273,0.0696815476,4.3877830505,6.0571165085,2.6570706367,4.3548116684,1.7041282654,5.207467556,4.4202265739,6.2793579102,5.2595248222
ACH-002003,A375DABR,Skin,Melanoma,Melanoma,,,4.039024353,0.0105721904,3.5459561348,5.2650427818,4.6099262238,0.0,3.2683880329,3.32096982,0.0211996883,5.0378742218,7.8300209045,3.6406555176,4.6836571693,5.3499240875,0.4553422034,5.025932312,2.9466729164,7.1961841583,5.1004772186,3.7747449875,3.7077236176,0.2167975307,0.4745025039,5.9840402603,4.9752726555,2.7560582161,8.9360017776,5.5161757469,3.4792046547,1.2406378984,5.0646114349,5.0538496971,5.2030835152,4.2857570648,5.6102867126,1.2490690947,2.831435442,3.6299161911,5.4800291061,0.0,3.9784152508,0.0181256514,7.2841992378,1.2774313688,4.7957048416,4.5665411949,3.7169690132,3.2886641026,4.1877913475,4.5405917168,3.4588544369,6.7984004021,5.5169010162
ACH-002001,A375DABTRAMR,Skin,Melanoma,Melanoma,,,4.5286273956,0.0,4.0058040619,5.591565609,4.5793070793,0.0,3.2811937332,2.4504036903,0.0273012873,5.3850235939,7.949505806,3.9689385891,4.6816124916,5.5862994194,0.5384338498,5.4724812508,4.114408493,7.8944721222,4.6917071342,3.8394858837,3.8342967033,0.2723146975,0.2469771504,6.5354170799,4.5786790848,3.3102266788,8.8219528198,4.8479566574,4.0240268707,1.6127158403,5.247604847,5.5932164192,5.2380337715,4.3916506767,5.4411416054,1.3472007513,2.809807539,3.8263959885,5.0144891739,0.0,3.9154253006,0.1067998856,7.1907925606,1.941324234,4.6503853798,4.4582901001,4.060324192,3.112436533,2.8219754696,4.52805233,3.1315038204,7.2191491127,5.5420846939
ACH-002002,A375SCH772984R,Skin,Melanoma,Melanoma,,,4.4830932617,0.4423341751,3.6601755619,5.2977929115,4.6992073059,0.0684231743,3.0673065186,3.5456595421,0.117305398,4.7891712189,2.6146204472,3.3323657513,4.7949047089,6.0477151871,1.1408572197,5.7375841141,3.784535408,7.4298667908,5.9569325447,3.9346296787,3.5615706444,0.3241850138,1.9257184267,6.2355794907,4.4458990097,3.043159008,8.4142456055,6.908308506,5.9659090042,1.7942869663,4.1628947258,4.8489384651,5.6102247238,4.1971893311,5.8488783836,4.7789444923,2.437582016,3.7208585739,5.0157785416,0.0656274557,3.7395997047,0.0487718657,7.3244957924,0.0498579554,5.2254600525,5.5144128799,3.8687460423,3.4305207729,4.1431241035,4.5282211304,3.884168148,6.4101204872,5.9412212372
ACH-000757,A427,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,,4.6844034195,0.0476444773,4.5210633278,5.5155391693,5.9909706116,0.0,3.3672494888,0.2662108541,0.0036799461,6.1280126572,0.0,4.7815747261,3.6883707047,5.4146566391,1.518882513,6.0620503426,10.3856573105,7.7607598305,3.9540660381,0.9197542667,3.6978070736,1.7374660969,1.427477479,6.6069693565,4.3328652382,3.2784264088,8.4113664627,6.4221167564,5.3887681961,3.018789053,4.6361951828,4.1937322617,4.2744927406,5.1182599068,6.994907856,3.7635602951,0.3289984167,5.3317122459,3.86409688,0.0581349768,3.3898172379,1.3614820242,7.0105895996,0.0,4.1519722939,6.448735714,4.0258617401,4.6757030487,0.8866913915,4.5615706444,4.9991927147,5.2941613197,5.3526349068
ACH-003012,A549CRAFKD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,,5.7932715416,0.4047788978,3.0370693207,5.8567242622,5.3620386124,0.0,3.5034122467,0.0633179322,0.0965007097,5.2680897713,0.0067805769,4.5113606453,3.2374551296,5.6588797569,1.1595323086,6.2580475807,5.607960701,6.5976996422,5.8971800804,4.5006365776,2.323122263,4.9441976547,2.9286925793,7.4861755371,4.0842175484,2.7525346279,6.6784100533,5.5749249458,5.7823691368,2.0711586475,3.968164444,5.9177851677,4.3596897125,4.836994648,5.9681577682,4.8582744598,0.0,5.9808225632,5.3480482101,0.0131034618,2.7085206509,0.4422418177,6.8025035858,0.1001622453,3.9843614101,5.2684831619,4.2935838699,3.7189862728,2.8393731117,4.3619089127,4.1977553368,5.0909972191,3.9617435932
ACH-003137,ABMT0281,CNS/Brain,Non-Cancerous,Immortalized Astrocytes,,,5.8722648621,0.0308219567,4.5793371201,6.0793757439,5.457909584,0.0497046448,4.0923933983,0.8163793683,0.2124996185,6.2086091042,0.0256383549,4.0183048248,5.1987729073,6.3453483582,2.4878027439,6.6524248123,2.3305125237,6.4854769707,6.4897613525,4.5563678741,4.357544899,2.2235708237,0.2612684369,8.3274497986,5.4852852821,4.0549526215,7.6452188492,5.5097718239,5.8935952187,2.8522665501,5.3161711693,5.8218913078,6.1491618156,5.2692575455,6.7067790031,5.4002885818,6.8509244919,6.3295183182,5.451672554,0.0821221247,4.1890654564,0.0448081568,7.8859767914,0.0,5.5503497124,5.2883329391,4.8047971725,4.1085915565,2.2571675777,5.5900421143,5.212790966,6.3221731186,6.8429412842
ACH-003125,ASPSKY,Soft Tissue,Alveolar Soft Part Sarcoma,Alveolar Soft Part Sarcoma,,,4.6900815964,4.0878448486,4.0590090752,5.0260210037,4.8293271065,2.2731666565,2.6291210651,5.4287085533,0.4499997199,5.169054985,0.0112279709,3.0947511196,2.9470319748,4.7428793907,0.0414672904,5.3879103661,1.5855153799,6.9869909286,6.8956542015,3.7968261242,3.9042239189,0.3012785912,0.037878383,6.7918009758,5.3418364525,2.7434847355,10.855919838,4.229426384,4.584174633,2.1121430397,5.4006643295,4.4430494308,5.5074996948,4.2027626038,5.6503853798,3.8178584576,6.5167841911,2.7944803238,3.6016726494,0.4846413732,3.2103545666,0.0281108115,6.6203474998,0.300709486,5.2016062737,4.9074625969,4.8261876106,3.579095602,3.3991835117,5.4428339005,3.886228323,5.3680105209,6.3870763779
ACH-000248,AU565,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,HER2+,,2.9507427216,0.0191482119,5.1131129265,5.5388083458,4.1369051933,0.0,3.0646104813,0.0178834368,0.4071895778,5.023747921,0.0572977625,4.1251716614,1.8339749575,5.2525858879,2.1457231045,3.4377470016,1.4223568439,7.5236558914,5.7386517525,3.8481771946,3.4469404221,0.2086333632,6.3569765091,7.5310850143,4.2386875153,3.0040266514,6.9165005684,5.286921978,6.4635457993,2.0431308746,3.9481430054,5.1401529312,1.9738978148,11.6490764618,7.5744042397,4.9387187958,5.1509008408,5.5006270409,3.8446466923,0.0586877726,3.6302189827,0.0531697385,6.7789573669,0.0175385624,4.1228299141,6.1068549156,4.7943015099,2.2436234951,1.615020752,4.4092617035,4.6493163109,5.5205669403,4.8369846344
ACH-002921,BCK4,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,,4.9906964302,0.0,4.2684793472,5.2809453011,6.2540044785,6.2553362846,3.9785709381,4.7150640488,6.2238125801,4.7479672432,0.0201202538,1.539868474,0.0154604604,0.0,8.8112812042,5.3654894829,4.2460660934,8.7336292267,6.1994071007,4.9015669823,2.7534911633,0.0392324626,7.5629367828,6.8224368095,4.2021903992,3.129868269,7.2902126312,5.8317227364,6.2886595726,2.5971283913,4.7143006325,6.1912608147,5.031686306,8.0782737732,6.7463932037,0.0,1.3313670158,4.2325839996,3.3668396473,3.5993416309,3.5230977535,6.6473722458,7.4104003906,0.0,5.4040312767,4.6346859932,4.1036067009,3.3381948471,1.2066994905,5.3248643875,3.669457674,5.5579581261,4.9611926079
ACH-001016,BECKER,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",,,3.2562060356,3.7232091427,4.2871398926,5.3235430717,5.9931650162,0.0,3.7338857651,0.8752791882,0.506059587,4.4950685501,0.0,2.2670352459,4.3431305885,6.2923088074,1.5123381615,5.8872694969,0.1718447506,7.4871649742,8.1718225479,4.7747764587,4.3510913849,5.217874527,0.0,5.5794334412,4.4081683159,3.6160283089,7.8254232407,4.2920894623,6.672000885,2.6337707043,5.082400322,6.8960900307,6.1995997429,2.809579134,6.8991875648,5.4453392029,0.603700161,4.2447042465,5.3517308235,3.7807300091,4.0331058502,0.0,6.0973620415,0.3786636591,3.4917376041,6.4360370636,4.6185736656,2.9811913967,2.9765708447,5.0915179253,4.084174633,6.0335021019,5.8780288696
ACH-001278,BIN67,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,,,4.0217819214,0.0142781567,4.2371735573,5.0000495911,5.0003561974,0.0,3.361925602,0.2639994919,0.0200747252,5.2063579559,0.0427885987,5.2359719276,6.2071762085,1.8149564266,0.4528231323,5.6838145256,3.4505317211,5.3283085823,6.0042858124,4.6311335564,3.6595478058,0.4338771105,2.1432497501,6.6035089493,5.2260036469,3.7835719585,9.0738868713,7.1495542526,7.0726523399,2.9015214443,4.8505244255,5.1689748764,5.7710695267,6.3710918427,5.8156652451,0.2656529248,5.3600692749,4.6642665863,5.4186015129,0.1936304569,3.6031694412,1.706751585,7.1574683189,0.0083463266,6.4725837708,4.6072058678,4.633163929,3.3646943569,0.4559250176,5.0600905418,4.4056859016,4.5052685738,5.8416438103
ACH-003283,BJ,Fibroblast,Non-Cancerous,Fibroblast,,,1.2197849751,0.0991605222,1.3781175613,4.4695215225,5.2232294083,0.0410480872,2.0716769695,0.0962456614,0.0354901887,3.6017796993,0.0,1.7966393232,4.5745677948,3.9057841301,0.2012260854,4.2401924133,0.7302955985,7.3110399246,5.8724126816,4.1810150146,4.0695304871,0.5951188207,0.0,3.0212771893,4.6636123657,2.7064774036,6.7825918198,5.4747476578,5.0588445663,0.7126882076,5.2500104904,4.7102885246,5.4622454643,5.4521670341,6.3483490944,4.7411165237,2.7928388119,0.8325862288,4.6320996284,2.8891210556,3.0590264797,0.4723941982,6.9263195992,0.0,6.3911008835,3.9493668079,3.1483371258,2.4666140079,4.4283633232,4.6839208603,3.416103363,4.9755978584,5.3076796532
ACH-001449,BL2,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,,5.1319270134,0.0,5.6449608803,6.0288367271,5.0892310143,0.0,3.7947070599,0.2130436301,0.1002941355,5.898106575,0.0,4.4498319626,4.7230453491,0.0,0.2527692616,6.6192836761,0.0537008084,0.0889950171,4.266644001,5.0491514206,3.8318772316,0.0,0.0,7.0647320747,5.2084197998,2.1922700405,8.3210849762,6.5839524269,8.7874622345,3.357470274,4.6333208084,6.8023095131,4.2722473145,1.6244659424,5.6873936653,0.0168029405,0.0,5.3679404259,4.711742878,0.0,3.2160978317,0.0095234672,6.0982046127,0.0,5.8930683136,4.2613501549,5.2615194321,3.5449056625,0.0,2.7322127819,3.9515690804,6.3901138306,5.3388237953
ACH-000245,BL41,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,,5.6762051582,0.0079059079,5.5668697357,5.6454997063,6.3682670593,0.0,3.3400309086,0.2155854106,0.5739997625,6.1298251152,0.1396790445,4.6757144928,4.6033654213,0.4103921354,0.0489671156,6.4524784088,0.5350108147,0.6107907295,3.9092547894,5.238339901,4.2949590683,0.1211454049,0.0530612767,6.6423983574,4.7659430504,4.1722316742,8.2549152374,5.6765494347,6.4155526161,4.2485728264,4.9252967834,4.4759473801,5.3154430389,1.70213449,5.5746889114,0.1165084839,6.8490610123,6.6138763428,4.7715368271,0.0226362627,4.0494737625,0.0039331908,6.3088378906,0.0133421943,4.6558041573,5.0897693634,4.9996347427,3.8597807884,0.0,3.2512540817,5.192056179,7.3993420601,5.4073357582
ACH-000402,BL70,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,,5.4082942009,0.0,5.7710428238,6.0618300438,6.0006289482,0.0021912321,3.5410192013,0.1962242872,0.4537798762,6.4261522293,0.1148520634,4.2497487068,3.9612898827,0.1748998016,0.124754265,6.0699772835,0.3347501755,0.7446545362,2.870978117,5.3660635948,3.1360042095,0.195818767,0.1118646264,7.1379442215,4.6568393707,2.6619889736,7.6246566772,5.3166379929,7.2147755623,3.5915119648,4.7686290741,6.9722099304,4.8112502098,1.3334923983,5.5464963913,0.1257198602,7.0255384445,6.6889915466,4.3013167381,0.0420054868,3.259734869,0.0140995849,6.3645358086,0.0,5.971200943,4.8416309357,5.0670623779,3.9648237228,0.0519595034,2.5460622311,5.2128572464,6.5928487778,5.1121997833
ACH-001019,BROLI,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,,,3.2950985432,0.0,2.7071006298,5.9915151596,5.957306385,0.0,3.774323225,0.0,0.0274768174,6.2699122429,0.0,4.7937555313,0.8391743302,1.6428539753,0.0222300179,6.1954655647,0.0,0.0,4.415664196,5.1007423401,3.8529477119,0.0495819785,0.0,4.9357848167,5.3329372406,5.2830920219,8.6562786102,7.2201652527,0.9362523556,0.829488337,3.802472353,6.1845855713,6.3698225021,2.1468896866,6.7767095566,0.4121701717,6.9649877548,2.3311004639,4.8858771324,6.3599023819,4.1632490158,4.2054162025,7.2220511436,3.3984241486,4.9598999023,6.6552228928,2.4136698246,2.2220008373,1.3563804626,4.4200577736,5.2279028893,6.1913318634,5.3207411766
ACH-000160,BT12,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,4.2341256142,0.003501496,4.1949853897,5.4784250259,4.8683805466,0.0,3.1241278648,0.0,0.0,5.2970042229,0.0,5.3553476334,5.2546620369,0.5660123825,0.0,5.5106172562,0.4141972363,6.6807322502,5.7739200592,4.5016746521,2.3444194794,0.0856027752,0.1201382428,6.5636706352,3.969039917,3.4113965034,7.0069713593,4.923263073,6.4500117302,2.3852100372,5.5300989151,4.7059168816,4.4012069702,4.1257500648,5.8248720169,3.9775822163,2.6741623878,5.0012798309,4.2473049164,2.4998841286,2.4014256001,0.4181640446,6.7657203674,0.0,6.5431585312,5.7868080139,3.8520786762,2.1097416878,4.3275508881,4.8424811363,5.0144667625,5.5972452164,4.696539402
ACH-001020,BT16,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,4.3851270676,0.0,4.7459902763,6.0713934898,5.7130002975,0.0,3.6573426723,0.0086589865,0.0224217903,6.1896247864,0.0,3.7597630024,4.6528477669,0.1858982593,0.2227365673,6.593834877,0.0,4.9470019341,3.3101887703,4.2774119377,4.330078125,0.0,1.0119535923,7.0286245346,4.1530108452,3.1984798908,8.9016780853,7.0397086143,6.8789949417,2.8907346725,5.6762390137,5.2141833305,5.3111834526,6.219745636,5.0677504539,0.3065060675,5.8136091232,4.967505455,4.5365691185,0.1270600557,2.7371544838,0.0321445838,7.0506215096,0.0,4.5934553146,5.5996303558,4.5763406754,5.4673676491,0.1589031368,4.0567569733,3.8101756573,5.9901857376,5.7455573082
ACH-000536,BT20,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,Basal A TNBC,,4.2200126648,0.1162902266,5.5103545189,5.1910767555,5.6496901512,0.002120645,4.0815439224,0.075184837,2.0501778126,5.2597546577,0.0345467664,4.3588814735,2.2752783298,5.9941453934,5.3533973694,5.7067570686,2.6788966656,6.8231887817,4.9280815125,5.0029139519,4.0528593063,2.9294652939,5.1705021858,7.1653089523,4.2864375114,2.5244698524,7.1106138229,4.9063806534,5.3278670311,3.985555172,5.1291923523,6.8810162544,4.3727779388,6.0365781784,6.7428956032,7.7265381813,0.3758868575,5.163901329,4.5795121193,0.0428306162,4.4297299385,2.1045246124,7.3862419128,0.1080600396,4.0287461281,5.9526805878,4.5389976501,3.2438914776,2.7330245972,5.1863026619,4.8256025314,6.2864246368,6.7715420723
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,"ER+, PR+, HER2+",,3.9347994328,0.0,5.3580126762,4.4338140488,5.6636347771,6.138812542,3.1623823643,0.0990406498,4.4311280251,4.9879164696,0.1080881506,3.2068245411,1.5584489107,3.6611909866,6.073205471,7.5077471733,3.8289563656,7.2088880539,5.0989456177,4.7919650078,3.2101581097,0.2981468439,7.4483642578,6.2772631645,4.6017379761,2.5665569305,7.6878304482,4.5132884979,5.6865315437,2.316157341,4.2041330338,6.1063337326,5.50593853,10.4717264175,7.8431611061,1.54984653,3.2580499649,3.8521587849,3.3832979202,0.0756462589,3.3178973198,3.9011178017,6.6351361275,0.0217312891,5.3190722466,5.1100039482,4.233259201,3.6423666477,1.2120338678,4.3836007118,4.7243227959,4.9872617722,4.8242635727
